G,Date,Years,Days,Age,Team,Opp,Outcome,Score Dif,Minutes,Seconds,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Season
1,10/17/2017,32,291,32.79726027,CLE,BOS,W ,3,41,12,41.2,12,19,0.632,1,5,0.2,4,4,1,1,15,16,9,0,2,4,3,29,28.2,0,2018
2,10/20/2017,32,294,32.80547945,CLE,MIL,W ,19,37,25,37.41666667,10,16,0.625,2,4,0.5,2,2,1,1,4,5,8,1,1,5,2,24,20.2,13,2018
3,10/21/2017,32,295,32.80821918,CLE,ORL,L ,-21,31,12,31.2,8,15,0.533,1,3,0.333,5,6,0.833,0,4,4,2,1,1,1,0,22,17.6,-31,2018
4,10/24/2017,32,298,32.81643836,CLE,CHI,W ,7,37,15,37.25,13,20,0.65,4,6,0.667,4,5,0.8,0,2,2,13,3,0,2,1,34,35.1,7,2018
5,10/25/2017,32,299,32.81917808,CLE,BRK,L ,-5,41,22,41.36666667,12,20,0.6,1,2,0.5,4,8,0.5,1,9,10,13,0,4,8,1,29,25.1,-2,2018
6,10/28/2017,32,302,32.82739726,CLE,NOP,L ,-22,30,46,30.76666667,6,11,0.545,1,3,0.333,5,6,0.833,0,3,3,8,0,0,4,3,18,13.6,-10,2018
7,10/29/2017,32,303,32.83013699,CLE,NYK,L ,-19,39,28,39.46666667,7,15,0.467,1,4,0.25,1,1,1,1,9,10,7,2,0,4,2,16,13.8,-17,2018
8,11/1/2017,32,306,32.83835616,CLE,IND,L ,-17,37,28,37.46666667,14,22,0.636,1,5,0.2,4,5,0.8,1,5,6,11,2,1,8,1,33,27,-12,2018
9,11/3/2017,32,308,32.84383562,CLE,WAS,W ,8,42,41,42.68333333,23,34,0.676,2,4,0.5,9,9,1,5,6,11,7,3,2,3,2,57,53.2,6,2018
10,11/5/2017,32,310,32.84931507,CLE,ATL,L ,-2,40,35,40.58333333,10,17,0.588,0,3,0,6,6,1,2,3,5,13,1,2,6,4,26,24.3,-4,2018
11,11/7/2017,32,312,32.85479452,CLE,MIL,W ,5,36,42,36.7,10,20,0.5,2,4,0.5,8,10,0.8,1,7,8,9,3,0,1,1,30,29.9,6,2018
12,11/9/2017,32,314,32.86027397,CLE,HOU,L ,-4,40,1,40.01666667,15,24,0.625,1,4,0.25,2,3,0.667,0,4,4,7,1,1,8,4,33,20,5,2018
13,11/11/2017,32,316,32.86575342,CLE,DAL,W ,7,41,47,41.78333333,6,14,0.429,1,3,0.333,6,8,0.75,1,10,11,4,0,1,6,3,19,10.8,5,2018
14,11/13/2017,32,318,32.87123288,CLE,NYK,W ,3,36,16,36.26666667,7,14,0.5,2,4,0.5,7,10,0.7,3,6,9,12,0,3,5,1,23,23.8,2,2018
15,11/15/2017,32,320,32.87671233,CLE,CHO,W ,8,36,38,36.63333333,12,24,0.5,4,7,0.571,3,3,1,2,4,6,8,2,1,3,4,31,25.3,1,2018
16,11/17/2017,32,322,32.88219178,CLE,LAC,W ,5,46,8,46.13333333,17,26,0.654,4,9,0.444,1,5,0.2,1,13,14,6,0,0,6,0,39,28.8,1,2018
17,11/20/2017,32,325,32.89041096,CLE,DET,W ,28,27,16,27.26666667,7,14,0.5,3,5,0.6,1,1,1,0,2,2,8,1,1,0,2,18,18.1,21,2018
18,11/22/2017,32,327,32.89589041,CLE,BRK,W ,10,33,26,33.43333333,11,17,0.647,4,7,0.571,7,9,0.778,1,5,6,5,2,0,3,2,33,28.6,20,2018
19,11/24/2017,32,329,32.90136986,CLE,CHO,W ,1,39,34,39.56666667,10,20,0.5,3,8,0.375,4,7,0.571,1,15,16,13,0,3,3,2,27,28.4,-2,2018
20,11/27/2017,32,332,32.90958904,CLE,PHI,W ,22,31,3,31.05,12,23,0.522,3,7,0.429,3,4,0.75,3,11,14,6,0,0,3,0,30,24.9,1,2018
21,11/28/2017,32,333,32.91232877,CLE,MIA,W ,11,28,26,28.43333333,10,16,0.625,1,3,0.333,0,1,0,2,10,12,6,5,1,2,1,21,25.3,26,2018
22,11/30/2017,32,335,32.91780822,CLE,ATL,W ,7,37,34,37.56666667,8,11,0.727,3,6,0.5,5,7,0.714,1,5,6,12,2,2,3,3,24,28.5,10,2018
23,12/2/2017,32,337,32.92328767,CLE,MEM,W ,5,39,9,39.15,13,22,0.591,0,3,0,8,8,1,0,2,2,12,0,1,5,1,34,28.1,-5,2018
24,12/4/2017,32,339,32.92876712,CLE,CHI,W ,22,34,16,34.26666667,9,15,0.6,2,4,0.5,3,4,0.75,0,7,7,6,2,0,2,1,23,21.6,27,2018
25,12/6/2017,32,341,32.93424658,CLE,SAC,W ,6,41,3,41.05,12,18,0.667,5,8,0.625,3,6,0.5,2,9,11,9,3,2,7,0,32,30.8,2,2018
26,12/8/2017,32,343,32.93972603,CLE,IND,L ,-4,39,25,39.41666667,12,22,0.545,1,5,0.2,4,5,0.8,2,8,10,8,1,2,3,1,29,26.4,3,2018
27,12/9/2017,32,344,32.94246575,CLE,PHI,W ,7,38,44,38.73333333,9,23,0.391,2,6,0.333,10,12,0.833,3,10,13,13,3,0,6,1,30,27.5,-3,2018
28,12/12/2017,32,347,32.95068493,CLE,ATL,W ,9,35,1,35.01666667,11,13,0.846,2,3,0.667,1,2,0.5,0,7,7,17,2,0,2,4,25,32.3,19,2018
29,12/14/2017,32,349,32.95616438,CLE,LAL,W ,9,38,43,38.71666667,8,18,0.444,1,6,0.167,8,12,0.667,1,11,12,12,2,2,5,0,25,24.8,14,2018
30,12/16/2017,32,351,32.96164384,CLE,UTA,W ,9,36,48,36.8,9,15,0.6,1,4,0.25,10,10,1,0,11,11,10,1,0,5,2,29,27.6,0,2018
31,12/17/2017,32,352,32.96438356,CLE,WAS,W ,7,41,21,41.35,8,23,0.348,2,7,0.286,2,3,0.667,2,9,11,15,0,1,6,4,20,14.4,4,2018
32,12/19/2017,32,354,32.96986301,CLE,MIL,L ,-3,34,14,34.23333333,14,22,0.636,6,11,0.545,5,5,1,0,1,1,7,3,2,7,1,39,31.4,-7,2018
33,12/21/2017,32,356,32.97534247,CLE,CHI,W ,3,39,6,39.1,12,23,0.522,2,5,0.4,8,8,1,1,5,6,9,3,0,4,1,34,29.8,5,2018
34,12/25/2017,32,360,32.98630137,CLE,GSW,L ,-7,40,3,40.05,7,18,0.389,2,7,0.286,4,7,0.571,1,5,6,6,0,0,7,2,20,7.6,-1,2018
35,12/27/2017,32,362,32.99178082,CLE,SAC,L ,-14,37,42,37.7,6,17,0.353,0,2,0,4,5,0.8,2,8,10,14,5,0,4,2,16,19.9,-11,2018
36,12/30/2017,33,0,33,CLE,UTA,L ,-3,37,27,37.45,12,22,0.545,1,7,0.143,4,5,0.8,1,7,8,6,2,1,6,1,29,21.3,-5,2018
37,1/2/2018,33,3,33.00821918,CLE,POR,W ,17,33,49,33.81666667,10,17,0.588,0,2,0,4,4,1,1,5,6,8,4,1,3,2,24,24.8,0,2018
38,1/3/2018,33,4,33.0109589,CLE,BOS,L ,-14,32,42,32.7,8,15,0.533,0,2,0,3,3,1,0,7,7,6,1,1,4,1,19,15.3,-6,2018
39,1/6/2018,33,7,33.01917808,CLE,ORL,W ,4,37,17,37.28333333,12,23,0.522,4,7,0.571,5,7,0.714,3,7,10,9,6,1,3,1,33,34.7,15,2018
40,1/8/2018,33,9,33.02465753,CLE,MIN,L ,-28,26,35,26.58333333,4,8,0.5,1,3,0.333,1,3,0.333,1,7,8,5,0,2,3,2,10,9.1,-39,2018
41,1/11/2018,33,12,33.03287671,CLE,TOR,L ,-34,32,14,32.23333333,9,16,0.563,0,1,0,8,10,0.8,0,3,3,1,1,2,2,1,26,19.2,-22,2018
42,1/12/2018,33,13,33.03561644,CLE,IND,L ,-2,40,27,40.45,11,25,0.44,2,9,0.222,3,4,0.75,2,6,8,11,3,1,5,2,27,22.3,-6,2018
43,1/15/2018,33,16,33.04383562,CLE,GSW,L ,-10,36,15,36.25,12,18,0.667,0,2,0,8,13,0.615,2,6,8,6,3,4,8,3,32,26.2,-14,2018
44,1/18/2018,33,19,33.05205479,CLE,ORL,W ,1,34,47,34.78333333,7,16,0.438,0,4,0,2,8,0.25,1,4,5,6,1,0,6,1,16,5.9,-4,2018
45,1/20/2018,33,21,33.05753425,CLE,OKC,L ,-24,38,22,38.36666667,8,17,0.471,0,4,0,2,4,0.5,0,3,3,7,0,1,2,2,18,12.2,-33,2018
46,1/23/2018,33,24,33.06575342,CLE,SAS,L ,-12,37,57,37.95,10,23,0.435,2,6,0.333,6,10,0.6,2,7,9,7,0,1,5,0,28,18.4,-10,2018
47,1/26/2018,33,27,33.0739726,CLE,IND,W ,7,39,55,39.91666667,11,17,0.647,0,2,0,4,5,0.8,0,10,10,11,4,1,11,0,26,22.5,12,2018
48,1/28/2018,33,29,33.07945205,CLE,DET,W ,17,37,48,37.8,8,15,0.533,1,4,0.25,8,9,0.889,1,7,8,14,1,0,3,0,25,27.9,18,2018
49,1/30/2018,33,31,33.08493151,CLE,DET,L ,-11,37,45,37.75,9,20,0.45,2,7,0.286,1,2,0.5,0,6,6,7,0,1,4,2,21,12.8,-13,2018
50,1/31/2018,33,32,33.08767123,CLE,MIA,W ,2,38,17,38.28333333,8,21,0.381,1,6,0.167,7,11,0.636,2,9,11,5,1,0,7,1,24,12.1,3,2018
51,2/3/2018,33,35,33.09589041,CLE,HOU,L ,-32,31,22,31.36666667,3,10,0.3,1,2,0.5,4,4,1,1,8,9,9,2,1,2,0,11,15.3,-17,2018
52,2/6/2018,33,38,33.10410959,CLE,ORL,L ,-18,33,5,33.08333333,10,17,0.588,2,4,0.5,3,4,0.75,1,9,10,5,1,0,6,4,25,17,-14,2018
53,2/7/2018,33,39,33.10684932,CLE,MIN,W ,2,48,19,48.31666667,16,22,0.727,5,7,0.714,0,2,0,1,9,10,15,1,1,5,3,37,36.6,-1,2018
54,2/9/2018,33,41,33.11232877,CLE,ATL,W ,16,40,43,40.71666667,8,20,0.4,0,3,0,6,7,0.857,2,10,12,19,0,0,3,2,22,24.7,12,2018
55,2/11/2018,33,43,33.11780822,CLE,BOS,W ,22,27,54,27.9,9,20,0.45,2,5,0.4,4,7,0.571,0,8,8,10,1,1,2,1,24,21.1,23,2018
56,2/13/2018,33,45,33.12328767,CLE,OKC,W ,8,39,44,39.73333333,14,23,0.609,3,7,0.429,6,10,0.6,0,8,8,8,0,1,5,1,37,28.2,-1,2018
57,2/22/2018,33,54,33.14794521,CLE,WAS,L ,-7,36,36,36.6,13,18,0.722,1,4,0.25,5,9,0.556,1,8,9,8,2,0,4,2,32,28.9,-10,2018
58,2/23/2018,33,55,33.15068493,CLE,MEM,W ,23,36,40,36.66666667,7,16,0.438,0,2,0,4,4,1,0,14,14,11,1,0,3,0,18,19.5,18,2018
59,2/25/2018,33,57,33.15616438,CLE,SAS,L ,-16,39,58,39.96666667,14,25,0.56,2,5,0.4,3,4,0.75,2,11,13,9,1,0,6,3,33,25.5,-8,2018
60,2/27/2018,33,59,33.16164384,CLE,BRK,W ,6,38,46,38.76666667,13,25,0.52,2,4,0.5,3,3,1,4,8,12,11,1,0,1,1,31,31.2,2,2018
61,3/1/2018,33,61,33.16712329,CLE,PHI,L ,-11,39,2,39.03333333,12,24,0.5,2,6,0.333,4,6,0.667,1,8,9,8,1,0,3,2,30,23.1,-8,2018
62,3/3/2018,33,63,33.17260274,CLE,DEN,L ,-9,42,23,42.38333333,8,19,0.421,1,4,0.25,8,11,0.727,1,9,10,15,2,0,3,2,25,25.8,-6,2018
63,3/5/2018,33,65,33.17808219,CLE,DET,W ,22,28,44,28.73333333,11,17,0.647,5,7,0.714,4,6,0.667,2,5,7,7,1,0,3,2,31,27.7,14,2018
64,3/7/2018,33,67,33.18356164,CLE,DEN,W ,5,39,8,39.13333333,15,25,0.6,5,8,0.625,4,8,0.5,1,7,8,10,1,0,3,2,39,32.9,8,2018
65,3/9/2018,33,69,33.1890411,CLE,LAC,L ,-14,38,53,38.88333333,11,20,0.55,3,7,0.429,0,2,0,0,10,10,6,2,3,5,2,25,20.1,-16,2018
66,3/11/2018,33,71,33.19452055,CLE,LAL,L ,-14,31,27,31.45,9,20,0.45,2,8,0.25,4,5,0.8,2,8,10,7,1,1,2,0,24,21.6,-13,2018
67,3/13/2018,33,73,33.2,CLE,PHO,W ,22,33,13,33.21666667,7,14,0.5,1,2,0.5,13,15,0.867,0,12,12,11,3,2,5,2,28,30.1,23,2018
68,3/15/2018,33,75,33.20547945,CLE,POR,L ,-8,41,5,41.08333333,15,25,0.6,1,4,0.25,4,9,0.444,0,14,14,6,2,3,6,4,35,26.4,-3,2018
69,3/17/2018,33,77,33.2109589,CLE,CHI,W ,5,39,53,39.88333333,15,26,0.577,2,8,0.25,1,4,0.25,1,12,13,12,1,2,6,3,33,27.5,-4,2018
70,3/19/2018,33,79,33.21643836,CLE,MIL,W ,7,40,1,40.01666667,16,29,0.552,3,7,0.429,5,8,0.625,5,7,12,10,2,1,6,2,40,33.4,4,2018
71,3/21/2018,33,81,33.22191781,CLE,TOR,W ,3,39,24,39.4,11,19,0.579,1,3,0.333,12,14,0.857,1,6,7,17,1,0,0,2,35,39.9,12,2018
72,3/23/2018,33,83,33.22739726,CLE,PHO,W ,25,29,16,29.26666667,11,16,0.688,1,4,0.25,4,6,0.667,0,6,6,9,1,1,4,3,27,24,11,2018
73,3/25/2018,33,85,33.23287671,CLE,BRK,W ,7,38,3,38.05,14,19,0.737,1,4,0.25,8,10,0.8,2,8,10,8,1,0,2,3,37,35.7,11,2018
74,3/27/2018,33,87,33.23835616,CLE,MIA,L ,-19,37,59,37.98333333,7,18,0.389,0,4,0,4,5,0.8,1,5,6,7,0,0,6,1,18,8.5,-19,2018
75,3/28/2018,33,88,33.24109589,CLE,CHO,W ,13,36,53,36.88333333,14,26,0.538,4,8,0.5,9,11,0.818,2,8,10,8,1,0,4,1,41,33.6,21,2018
76,3/30/2018,33,90,33.24657534,CLE,NOP,W ,5,41,45,41.75,12,24,0.5,0,4,0,3,3,1,1,8,9,11,1,0,1,0,27,25.8,16,2018
77,4/1/2018,33,92,33.25205479,CLE,DAL,W ,11,38,32,38.53333333,5,21,0.238,2,3,0.667,4,4,1,3,10,13,12,0,0,2,1,16,14.4,7,2018
78,4/3/2018,33,94,33.25753425,CLE,TOR,W ,6,37,16,37.26666667,8,14,0.571,3,6,0.5,8,11,0.727,0,10,10,6,0,0,5,2,27,20.6,12,2018
79,4/5/2018,33,96,33.2630137,CLE,WAS,W ,4,38,48,38.8,12,20,0.6,2,7,0.286,7,10,0.7,2,7,9,14,0,0,6,2,33,29.1,13,2018
80,4/6/2018,33,97,33.26575342,CLE,PHI,L ,-2,40,11,40.18333333,17,29,0.586,4,8,0.5,6,11,0.545,1,10,11,11,2,1,8,0,44,34.6,7,2018
81,4/9/2018,33,100,33.2739726,CLE,NYK,W ,14,38,38,38.63333333,7,16,0.438,3,6,0.5,9,10,0.9,0,6,6,11,1,0,4,2,26,22.9,14,2018
82,4/11/2018,33,102,33.27945205,CLE,NYK,L ,-12,10,33,10.55,4,9,0.444,0,2,0,2,3,0.667,1,4,5,2,1,0,3,0,10,6.2,5,2018
1,10/18/2018,33,292,33.8,LAL,POR,L ,-9,37,20,37.33333333,9,16,0.563,0,4,0,8,9,0.889,2,10,12,6,1,0,6,3,26,20.4,-4,2019
2,10/20/2018,33,294,33.80547945,LAL,HOU,L ,-9,38,52,38.86666667,9,22,0.409,1,7,0.143,5,7,0.714,0,5,5,5,2,1,1,0,24,18.1,-13,2019
3,10/22/2018,33,296,33.8109589,LAL,SAS,L ,-1,42,52,42.86666667,11,25,0.44,2,8,0.25,8,11,0.727,2,6,8,14,1,1,5,2,32,26.6,-5,2019
4,10/24/2018,33,298,33.81643836,LAL,PHO,W ,18,28,4,28.06666667,7,16,0.438,1,5,0.2,4,4,1,0,7,7,10,3,0,0,1,19,22.3,19,2019
5,10/25/2018,33,299,33.81917808,LAL,DEN,W ,7,34,40,34.66666667,10,17,0.588,1,5,0.2,7,10,0.7,0,11,11,11,3,0,2,3,28,29.7,13,2019
6,10/27/2018,33,301,33.82465753,LAL,SAS,L ,-4,34,18,34.3,13,21,0.619,2,6,0.333,7,8,0.875,1,10,11,4,2,0,4,3,35,28.4,-1,2019
7,10/29/2018,33,303,33.83013699,LAL,MIN,L ,-4,36,16,36.26666667,11,23,0.478,3,6,0.5,4,5,0.8,3,7,10,8,2,2,5,2,29,24.3,-6,2019
8,10/31/2018,33,305,33.83561644,LAL,DAL,W ,1,38,34,38.56666667,11,19,0.579,2,3,0.667,5,7,0.714,0,5,5,6,3,0,3,3,29,23.8,5,2019
9,11/3/2018,33,308,33.84383562,LAL,POR,W ,4,31,21,31.35,9,20,0.45,1,5,0.2,9,11,0.818,0,5,5,7,0,2,3,1,28,21.2,-22,2019
10,11/4/2018,33,309,33.84657534,LAL,TOR,L ,-14,28,17,28.28333333,6,12,0.5,2,3,0.667,4,7,0.571,0,2,2,6,0,1,3,3,18,12.1,-16,2019
11,11/7/2018,33,312,33.85479452,LAL,MIN,W ,4,38,32,38.53333333,10,21,0.476,3,9,0.333,1,2,0.5,1,10,11,9,0,2,3,1,24,20.9,3,2019
12,11/10/2018,33,315,33.8630137,LAL,SAC,W ,15,31,17,31.28333333,10,18,0.556,3,6,0.5,2,3,0.667,1,6,7,2,1,0,3,2,25,17.1,2,2019
13,11/11/2018,33,316,33.86575342,LAL,ATL,W ,1,34,18,34.3,10,20,0.5,3,9,0.333,3,7,0.429,3,4,7,4,2,0,4,1,26,18.1,22,2019
14,11/14/2018,33,319,33.8739726,LAL,POR,W ,9,36,0,36,13,19,0.684,5,6,0.833,13,15,0.867,2,8,10,9,1,3,4,0,44,44.3,4,2019
15,11/17/2018,33,322,33.88219178,LAL,ORL,L ,-13,25,53,25.88333333,8,19,0.421,3,6,0.5,3,4,0.75,0,4,4,7,0,1,3,0,22,15.3,-11,2019
16,11/18/2018,33,323,33.88493151,LAL,MIA,W ,16,38,29,38.48333333,19,31,0.613,6,8,0.75,7,10,0.7,1,7,8,3,2,1,2,3,51,40.1,20,2019
17,11/21/2018,33,326,33.89315068,LAL,CLE,W ,4,35,30,35.5,11,20,0.55,2,6,0.333,8,12,0.667,2,12,14,7,0,1,4,3,32,26.2,9,2019
18,11/23/2018,33,328,33.89863014,LAL,UTA,W ,7,35,4,35.06666667,8,17,0.471,2,5,0.4,4,6,0.667,1,9,10,7,2,1,5,1,22,18.1,13,2019
19,11/25/2018,33,330,33.90410959,LAL,ORL,L ,-4,40,27,40.45,8,14,0.571,2,7,0.286,6,11,0.545,0,4,4,7,0,1,6,4,24,14.6,-14,2019
20,11/27/2018,33,332,33.90958904,LAL,DEN,L ,-32,30,4,30.06666667,5,15,0.333,0,4,0,4,6,0.667,0,7,7,2,2,2,4,0,14,7.6,-23,2019
21,11/29/2018,33,334,33.91506849,LAL,IND,W ,8,38,9,38.15,15,27,0.556,2,7,0.286,6,10,0.6,1,8,9,7,2,0,4,2,38,28.7,19,2019
22,11/30/2018,33,335,33.91780822,LAL,DAL,W ,11,31,19,31.31666667,12,21,0.571,2,4,0.5,2,4,0.5,2,3,5,4,0,1,4,3,28,17.9,10,2019
23,12/2/2018,33,337,33.92328767,LAL,PHO,W ,24,30,59,30.98333333,9,17,0.529,1,5,0.2,3,4,0.75,0,6,6,8,0,1,5,0,22,16.4,12,2019
24,12/5/2018,33,340,33.93150685,LAL,SAS,W ,8,39,42,39.7,15,24,0.625,3,7,0.429,9,13,0.692,0,5,5,6,2,0,2,1,42,34.9,19,2019
25,12/7/2018,33,342,33.9369863,LAL,SAS,L ,-13,37,21,37.35,13,28,0.464,3,8,0.375,6,9,0.667,2,6,8,11,2,0,1,4,35,29.7,-19,2019
26,12/8/2018,33,343,33.93972603,LAL,MEM,W ,23,31,38,31.63333333,9,18,0.5,0,3,0,2,3,0.667,1,7,8,9,2,0,5,2,20,15.9,21,2019
27,12/10/2018,33,345,33.94520548,LAL,MIA,W ,3,37,31,37.51666667,10,19,0.526,4,7,0.571,4,8,0.5,0,9,9,12,1,0,2,0,28,27.2,18,2019
28,12/13/2018,33,348,33.95342466,LAL,HOU,L ,-15,36,26,36.43333333,12,18,0.667,3,6,0.5,2,6,0.333,0,5,5,4,2,0,3,1,29,22.5,-9,2019
29,12/15/2018,33,350,33.95890411,LAL,CHO,W ,28,30,13,30.21666667,7,15,0.467,2,6,0.333,8,12,0.667,1,11,12,11,1,0,3,0,24,24.4,31,2019
30,12/16/2018,33,351,33.96164384,LAL,WAS,L ,-18,32,0,32,5,16,0.313,0,2,0,3,6,0.5,0,6,6,3,0,1,4,0,13,3.2,-21,2019
31,12/18/2018,33,353,33.96712329,LAL,BRK,L ,-5,41,12,41.2,13,23,0.565,2,7,0.286,8,13,0.615,1,12,13,8,1,1,5,1,36,29.3,4,2019
32,12/21/2018,33,356,33.97534247,LAL,NOP,W ,8,38,45,38.75,8,20,0.4,0,4,0,6,9,0.667,2,10,12,14,2,0,2,3,22,23,13,2019
33,12/23/2018,33,358,33.98082192,LAL,MEM,L ,-8,35,37,35.61666667,8,14,0.571,2,5,0.4,4,4,1,1,13,14,7,1,1,4,0,22,22.6,-3,2019
34,12/25/2018,33,360,33.98630137,LAL,GSW,W ,26,21,15,21.25,6,11,0.545,0,2,0,5,8,0.625,2,11,13,5,1,0,2,1,17,17.3,5,2019
,12/27/2018,33,362,33.99178082,LAL,SAC,L ,-1,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019
,12/28/2018,33,363,33.99452055,LAL,LAC,L ,-11,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019
,12/30/2018,34,0,34,LAL,SAC,W ,7,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019
,1/2/2019,34,3,34.00821918,LAL,OKC,L ,-7,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019
,1/4/2019,34,5,34.01369863,LAL,NYK,L ,-7,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019
,1/6/2019,34,7,34.01917808,LAL,MIN,L ,-22,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019
,1/7/2019,34,8,34.02191781,LAL,DAL,W ,10,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019
,1/9/2019,34,10,34.02739726,LAL,DET,W ,13,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019
,1/11/2019,34,12,34.03287671,LAL,UTA,L ,-18,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019
,1/13/2019,34,14,34.03835616,LAL,CLE,L ,-6,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019
,1/15/2019,34,16,34.04383562,LAL,CHI,W ,7,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019
,1/17/2019,34,18,34.04931507,LAL,OKC,W ,10,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019
,1/19/2019,34,20,34.05479452,LAL,HOU,L ,-4,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019
,1/21/2019,34,22,34.06027397,LAL,GSW,L ,-19,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019
,1/24/2019,34,25,34.06849315,LAL,MIN,L ,-15,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019
,1/27/2019,34,28,34.07671233,LAL,PHO,W ,14,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019
,1/29/2019,34,30,34.08219178,LAL,PHI,L ,-16,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019
35,1/31/2019,34,32,34.08767123,LAL,LAC,W ,3,40,26,40.43333333,9,22,0.409,1,6,0.167,5,7,0.714,1,13,14,9,1,0,4,0,24,19.3,2,2019
,2/2/2019,34,34,34.09315068,LAL,GSW,L ,-14,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019
36,2/5/2019,34,37,34.10136986,LAL,IND,L ,-42,30,13,30.21666667,7,12,0.583,2,5,0.4,2,3,0.667,0,7,7,9,1,0,6,1,18,15,-17,2019
37,2/7/2019,34,39,34.10684932,LAL,BOS,W ,1,37,44,37.73333333,11,21,0.524,5,10,0.5,1,5,0.2,2,10,12,12,3,0,3,4,28,27.3,11,2019
38,2/10/2019,34,42,34.11506849,LAL,PHI,L ,-23,33,9,33.15,8,16,0.5,2,6,0.333,0,0,,0,10,10,9,0,0,4,3,18,14.1,0,2019
39,2/12/2019,34,44,34.12054795,LAL,ATL,L ,-4,43,3,43.05,8,20,0.4,3,10,0.3,9,11,0.818,2,9,11,16,3,1,2,3,28,32.2,0,2019
